ID,year,month,mean,lon,lat
6,1993,8,-9999,-105.545635,40.278129
6,1994,6,-9999,-105.545635,40.278129
6,1994,7,-9999,-105.545635,40.278129
6,1994,8,-9999,-105.545635,40.278129
6,1995,6,52.23333333,-105.545635,40.278129
6,1995,7,54.13333333,-105.545635,40.278129
6,1995,8,59.73333333,-105.545635,40.278129
6,1996,6,58.9,-105.545635,40.278129
6,1996,7,58.16666667,-105.545635,40.278129
6,1996,8,59.61290323,-105.545635,40.278129
6,1997,6,57.625,-105.545635,40.278129
6,1997,7,55.58064516,-105.545635,40.278129
6,1997,8,50.51612903,-105.545635,40.278129
6,1998,6,58.67857143,-105.545635,40.278129
6,1998,7,60,-105.545635,40.278129
6,1998,8,52.69230769,-105.545635,40.278129
6,1999,6,48.6,-105.545635,40.278129
6,1999,7,53.83870968,-105.545635,40.278129
6,1999,8,55.83333333,-105.545635,40.278129
6,2000,6,58.1,-105.545635,40.278129
6,2000,7,65.25806452,-105.545635,40.278129
6,2000,8,65.23333333,-105.545635,40.278129
6,2001,6,42.5862069,-105.545635,40.278129
6,2001,7,50.03225806,-105.545635,40.278129
6,2001,8,49.19354839,-105.545635,40.278129
6,2002,6,69.6,-105.545635,40.278129
6,2002,7,71.48387097,-105.545635,40.278129
6,2002,8,63.3,-105.545635,40.278129
6,2003,6,61.63333333,-105.545635,40.278129
6,2003,7,67.81481481,-105.545635,40.278129
6,2003,8,67.4516129,-105.545635,40.278129
6,2004,6,55.66666667,-105.545635,40.278129
6,2004,7,55.74193548,-105.545635,40.278129
6,2004,8,56.2,-105.545635,40.278129
6,2005,6,52.89473684,-105.545635,40.278129
6,2005,7,58.87096774,-105.545635,40.278129
6,2005,8,48.71428571,-105.545635,40.278129
6,2006,6,61.56666667,-105.545635,40.278129
6,2006,7,59.67741935,-105.545635,40.278129
6,2006,8,56.51612903,-105.545635,40.278129
6,2007,6,58.96666667,-105.545635,40.278129
6,2007,7,62.09677419,-105.545635,40.278129
6,2007,8,59.83870968,-105.545635,40.278129
6,2008,6,57.7,-105.545635,40.278129
6,2008,7,60.19354839,-105.545635,40.278129
6,2008,8,53.4137931,-105.545635,40.278129
6,2009,6,54.27586207,-105.545635,40.278129
6,2009,7,51.5,-105.545635,40.278129
6,2009,8,57.72,-105.545635,40.278129
6,2010,6,58.76666667,-105.545635,40.278129
6,2010,7,58.22580645,-105.545635,40.278129
6,2010,8,55.77419355,-105.545635,40.278129
6,2011,6,64.96551724,-105.545635,40.278129
6,2011,7,61.83870968,-105.545635,40.278129
6,2011,8,61.51612903,-105.545635,40.278129
6,2012,6,65.06666667,-105.545635,40.278129
6,2012,7,64.03333333,-105.545635,40.278129
6,2012,8,62.92857143,-105.545635,40.278129
6,2013,6,57.86666667,-105.545635,40.278129
6,2013,7,58.70967742,-105.545635,40.278129
6,2013,8,54.24137931,-105.545635,40.278129
6,2014,6,55.9,-105.545635,40.278129
6,2014,7,52.52173913,-105.545635,40.278129
6,2014,8,53.31034483,-105.545635,40.278129
6,2015,6,55.36666667,-105.545635,40.278129
6,2015,7,49.06451613,-105.545635,40.278129
